which football club does Alan_PULIDO play for ?	Tigres_UANL	Alan_PULIDO#plays_in_club#Tigres_UANL#<end>#Tigres_UANL	Tigres_UANL/	Alan_PULIDO#plays_in_club#Tigres_UANL///Alan_PULIDO#plays_position#Forward///Alan_PULIDO#is_aged#23///Alan_PULIDO#wears_number#11///Alan_PULIDO#plays_for_country#Mexico///Tigres_UANL#is_in_country#Mexico
what is the nationality of Esteban_PAREDES ?	Chile	Esteban_PAREDES#plays_for_country#Chile#<end>#Chile	Chile/	Esteban_PAREDES#plays_in_club#CSD_Colo-Colo///Esteban_PAREDES#plays_position#Forward///Esteban_PAREDES#is_aged#33///Esteban_PAREDES#wears_number#22///Esteban_PAREDES#plays_for_country#Chile///CSD_Colo-Colo#is_in_country#Chile
which country is the soccer team CSD_Colo-Colo based in ?	Chile	CSD_Colo-Colo#is_in_country#Chile#<end>#Chile	Chile/	Esteban_PAREDES#plays_in_club#CSD_Colo-Colo///Esteban_PAREDES#plays_position#Forward///Esteban_PAREDES#is_aged#33///Esteban_PAREDES#wears_number#22///Esteban_PAREDES#plays_for_country#Chile///CSD_Colo-Colo#is_in_country#Chile
name a player from CSD_Colo-Colo ?	Esteban_PAREDES	CSD_Colo-Colo#plays_in_club_inverse#Esteban_PAREDES#<end>#Esteban_PAREDES	Esteban_PAREDES/Jose_FUENZALIDA/	Esteban_PAREDES#plays_in_club#CSD_Colo-Colo///Esteban_PAREDES#plays_position#Forward///Esteban_PAREDES#is_aged#33///Esteban_PAREDES#wears_number#22///Esteban_PAREDES#plays_for_country#Chile///CSD_Colo-Colo#is_in_country#Chile
which player is from Chile ?	Esteban_PAREDES	Chile#plays_for_country_inverse#Esteban_PAREDES#<end>#Esteban_PAREDES	Johnny_HERRERA/Esteban_PAREDES/Cristopher_TOSELLI/Jose_FUENZALIDA/Jose_ROJAS/	Esteban_PAREDES#plays_in_club#CSD_Colo-Colo///Esteban_PAREDES#plays_position#Forward///Esteban_PAREDES#is_aged#33///Esteban_PAREDES#wears_number#22///Esteban_PAREDES#plays_for_country#Chile///CSD_Colo-Colo#is_in_country#Chile
which soccer club is based in Chile ?	CSD_Colo-Colo	Chile#is_in_country_inverse#CSD_Colo-Colo#<end>#CSD_Colo-Colo	CSD_Colo-Colo/Club_Universidad_de_Chile/CD_Universidad_Catolica/	Esteban_PAREDES#plays_in_club#CSD_Colo-Colo///Esteban_PAREDES#plays_position#Forward///Esteban_PAREDES#is_aged#33///Esteban_PAREDES#wears_number#22///Esteban_PAREDES#plays_for_country#Chile///CSD_Colo-Colo#is_in_country#Chile
which country does Esteban_PAREDES play professional in ?	Chile	Esteban_PAREDES#plays_in_club#CSD_Colo-Colo#is_in_country#Chile	Chile/	Esteban_PAREDES#plays_in_club#CSD_Colo-Colo///Esteban_PAREDES#plays_position#Forward///Esteban_PAREDES#is_aged#33///Esteban_PAREDES#wears_number#22///Esteban_PAREDES#plays_for_country#Chile///CSD_Colo-Colo#is_in_country#Chile
name a soccer club that has a player from Chile ?	CSD_Colo-Colo	Chile#plays_for_country_inverse#Esteban_PAREDES#plays_in_club#CSD_Colo-Colo	CSD_Colo-Colo/Club_Universidad_de_Chile/CD_Universidad_Catolica/	Esteban_PAREDES#plays_in_club#CSD_Colo-Colo///Esteban_PAREDES#plays_position#Forward///Esteban_PAREDES#is_aged#33///Esteban_PAREDES#wears_number#22///Esteban_PAREDES#plays_for_country#Chile///CSD_Colo-Colo#is_in_country#Chile
which club does Roman_SHIROKOV play for ?	FC_Krasnodar	Roman_SHIROKOV#plays_in_club#FC_Krasnodar#<end>#FC_Krasnodar	FC_Krasnodar/	Roman_SHIROKOV#plays_in_club#FC_Krasnodar///Roman_SHIROKOV#plays_position#Midfielder///Roman_SHIROKOV#is_aged#32///Roman_SHIROKOV#wears_number#15///Roman_SHIROKOV#plays_for_country#Russia///FC_Krasnodar#is_in_country#Russia
what position does Roman_SHIROKOV play ?	Midfielder	Roman_SHIROKOV#plays_position#Midfielder#<end>#Midfielder	Midfielder/	Roman_SHIROKOV#plays_in_club#FC_Krasnodar///Roman_SHIROKOV#plays_position#Midfielder///Roman_SHIROKOV#is_aged#32///Roman_SHIROKOV#wears_number#15///Roman_SHIROKOV#plays_for_country#Russia///FC_Krasnodar#is_in_country#Russia
how old is Roman_SHIROKOV ?	32	Roman_SHIROKOV#is_aged#32#<end>#32	32/	Roman_SHIROKOV#plays_in_club#FC_Krasnodar///Roman_SHIROKOV#plays_position#Midfielder///Roman_SHIROKOV#is_aged#32///Roman_SHIROKOV#wears_number#15///Roman_SHIROKOV#plays_for_country#Russia///FC_Krasnodar#is_in_country#Russia
what number does Roman_SHIROKOV wear ?	15	Roman_SHIROKOV#wears_number#15#<end>#15	15/	Roman_SHIROKOV#plays_in_club#FC_Krasnodar///Roman_SHIROKOV#plays_position#Midfielder///Roman_SHIROKOV#is_aged#32///Roman_SHIROKOV#wears_number#15///Roman_SHIROKOV#plays_for_country#Russia///FC_Krasnodar#is_in_country#Russia
which country is Roman_SHIROKOV from ?	Russia	Roman_SHIROKOV#plays_for_country#Russia#<end>#Russia	Russia/	Roman_SHIROKOV#plays_in_club#FC_Krasnodar///Roman_SHIROKOV#plays_position#Midfielder///Roman_SHIROKOV#is_aged#32///Roman_SHIROKOV#wears_number#15///Roman_SHIROKOV#plays_for_country#Russia///FC_Krasnodar#is_in_country#Russia
which country is the soccer team FC_Krasnodar based in ?	Russia	FC_Krasnodar#is_in_country#Russia#<end>#Russia	Russia/	Roman_SHIROKOV#plays_in_club#FC_Krasnodar///Roman_SHIROKOV#plays_position#Midfielder///Roman_SHIROKOV#is_aged#32///Roman_SHIROKOV#wears_number#15///Roman_SHIROKOV#plays_for_country#Russia///FC_Krasnodar#is_in_country#Russia
who plays professionally at FC_Krasnodar ?	Roman_SHIROKOV	FC_Krasnodar#plays_in_club_inverse#Roman_SHIROKOV#<end>#Roman_SHIROKOV	Roman_SHIROKOV/	Roman_SHIROKOV#plays_in_club#FC_Krasnodar///Roman_SHIROKOV#plays_position#Midfielder///Roman_SHIROKOV#is_aged#32///Roman_SHIROKOV#wears_number#15///Roman_SHIROKOV#plays_for_country#Russia///FC_Krasnodar#is_in_country#Russia
which country does Roman_SHIROKOV play professional in ?	Russia	Roman_SHIROKOV#plays_in_club#FC_Krasnodar#is_in_country#Russia	Russia/	Roman_SHIROKOV#plays_in_club#FC_Krasnodar///Roman_SHIROKOV#plays_position#Midfielder///Roman_SHIROKOV#is_aged#32///Roman_SHIROKOV#wears_number#15///Roman_SHIROKOV#plays_for_country#Russia///FC_Krasnodar#is_in_country#Russia
which prefessional football team does Karim_BENZEMA play for ?	Real_Madrid_CF	Karim_BENZEMA#plays_in_club#Real_Madrid_CF#<end>#Real_Madrid_CF	Real_Madrid_CF/	Karim_BENZEMA#plays_in_club#Real_Madrid_CF///Karim_BENZEMA#plays_position#Forward///Karim_BENZEMA#is_aged#26///Karim_BENZEMA#wears_number#10///Karim_BENZEMA#plays_for_country#Spain///Real_Madrid_CF#is_in_country#Spain
what position does Karim_BENZEMA play ?	Forward	Karim_BENZEMA#plays_position#Forward#<end>#Forward	Forward/	Karim_BENZEMA#plays_in_club#Real_Madrid_CF///Karim_BENZEMA#plays_position#Forward///Karim_BENZEMA#is_aged#26///Karim_BENZEMA#wears_number#10///Karim_BENZEMA#plays_for_country#Spain///Real_Madrid_CF#is_in_country#Spain
what is the age of Karim_BENZEMA ?	26	Karim_BENZEMA#is_aged#26#<end>#26	26/	Karim_BENZEMA#plays_in_club#Real_Madrid_CF///Karim_BENZEMA#plays_position#Forward///Karim_BENZEMA#is_aged#26///Karim_BENZEMA#wears_number#10///Karim_BENZEMA#plays_for_country#Spain///Real_Madrid_CF#is_in_country#Spain
what is the jersey number of Karim_BENZEMA ?	10	Karim_BENZEMA#wears_number#10#<end>#10	10/	Karim_BENZEMA#plays_in_club#Real_Madrid_CF///Karim_BENZEMA#plays_position#Forward///Karim_BENZEMA#is_aged#26///Karim_BENZEMA#wears_number#10///Karim_BENZEMA#plays_for_country#Spain///Real_Madrid_CF#is_in_country#Spain
what is the nationality of Karim_BENZEMA ?	Spain	Karim_BENZEMA#plays_for_country#Spain#<end>#Spain	Spain/	Karim_BENZEMA#plays_in_club#Real_Madrid_CF///Karim_BENZEMA#plays_position#Forward///Karim_BENZEMA#is_aged#26///Karim_BENZEMA#wears_number#10///Karim_BENZEMA#plays_for_country#Spain///Real_Madrid_CF#is_in_country#Spain
who plays at the soccer club Real_Madrid_CF ?	Karim_BENZEMA	Real_Madrid_CF#plays_in_club_inverse#Karim_BENZEMA#<end>#Karim_BENZEMA	MARCELO/Raphael_VARANE/Iker_CASILLAS/Angel_DI_MARIA/CRISTIANO_RONALDO/PEPE/Sergio_RAMOS/Xabi_ALONSO/Karim_BENZEMA/Luka_MODRIC/FABIO_COENTRAO/Sami_KHEDIRA/	Karim_BENZEMA#plays_in_club#Real_Madrid_CF///Karim_BENZEMA#plays_position#Forward///Karim_BENZEMA#is_aged#26///Karim_BENZEMA#wears_number#10///Karim_BENZEMA#plays_for_country#Spain///Real_Madrid_CF#is_in_country#Spain
where is the football club that Karim_BENZEMA plays for ?	Spain	Karim_BENZEMA#plays_in_club#Real_Madrid_CF#is_in_country#Spain	Spain/	Karim_BENZEMA#plays_in_club#Real_Madrid_CF///Karim_BENZEMA#plays_position#Forward///Karim_BENZEMA#is_aged#26///Karim_BENZEMA#wears_number#10///Karim_BENZEMA#plays_for_country#Spain///Real_Madrid_CF#is_in_country#Spain
which football club does Konan_YA play for ?	Hannover_96	Konan_YA#plays_in_club#Hannover_96#<end>#Hannover_96	Hannover_96/	Konan_YA#plays_in_club#Hannover_96///Konan_YA#plays_position#Midfielder///Konan_YA#is_aged#30///Konan_YA#wears_number#13///Konan_YA#plays_for_country#Germany///Hannover_96#is_in_country#Germany
what position does Konan_YA play ?	Midfielder	Konan_YA#plays_position#Midfielder#<end>#Midfielder	Midfielder/	Konan_YA#plays_in_club#Hannover_96///Konan_YA#plays_position#Midfielder///Konan_YA#is_aged#30///Konan_YA#wears_number#13///Konan_YA#plays_for_country#Germany///Hannover_96#is_in_country#Germany
what is the age of Konan_YA ?	30	Konan_YA#is_aged#30#<end>#30	30/	Konan_YA#plays_in_club#Hannover_96///Konan_YA#plays_position#Midfielder///Konan_YA#is_aged#30///Konan_YA#wears_number#13///Konan_YA#plays_for_country#Germany///Hannover_96#is_in_country#Germany
what is the jersey number of Konan_YA ?	13	Konan_YA#wears_number#13#<end>#13	13/	Konan_YA#plays_in_club#Hannover_96///Konan_YA#plays_position#Midfielder///Konan_YA#is_aged#30///Konan_YA#wears_number#13///Konan_YA#plays_for_country#Germany///Hannover_96#is_in_country#Germany
which national team does Konan_YA play for ?	Germany	Konan_YA#plays_for_country#Germany#<end>#Germany	Germany/	Konan_YA#plays_in_club#Hannover_96///Konan_YA#plays_position#Midfielder///Konan_YA#is_aged#30///Konan_YA#wears_number#13///Konan_YA#plays_for_country#Germany///Hannover_96#is_in_country#Germany
which country is the soccer team Hannover_96 based in ?	Germany	Hannover_96#is_in_country#Germany#<end>#Germany	Germany/	Konan_YA#plays_in_club#Hannover_96///Konan_YA#plays_position#Midfielder///Konan_YA#is_aged#30///Konan_YA#wears_number#13///Konan_YA#plays_for_country#Germany///Hannover_96#is_in_country#Germany
who plays at the soccer club Hannover_96 ?	Konan_YA	Hannover_96#plays_in_club_inverse#Konan_YA#<end>#Konan_YA	Ron-Robert_ZIELER/Hiroki_SAKAI/Konan_YA/	Konan_YA#plays_in_club#Hannover_96///Konan_YA#plays_position#Midfielder///Konan_YA#is_aged#30///Konan_YA#wears_number#13///Konan_YA#plays_for_country#Germany///Hannover_96#is_in_country#Germany
where is the football club that Konan_YA plays for ?	Germany	Konan_YA#plays_in_club#Hannover_96#is_in_country#Germany	Germany/	Konan_YA#plays_in_club#Hannover_96///Konan_YA#plays_position#Midfielder///Konan_YA#is_aged#30///Konan_YA#wears_number#13///Konan_YA#plays_for_country#Germany///Hannover_96#is_in_country#Germany
which football club does LEE_Keunho play for ?	Sangju_Sangmu_FC	LEE_Keunho#plays_in_club#Sangju_Sangmu_FC#<end>#Sangju_Sangmu_FC	Sangju_Sangmu_FC/	LEE_Keunho#plays_in_club#Sangju_Sangmu_FC///LEE_Keunho#plays_position#Forward///LEE_Keunho#is_aged#29///LEE_Keunho#wears_number#11///LEE_Keunho#plays_for_country#South_Korea///Sangju_Sangmu_FC#is_in_country#South_Korea
what position does LEE_Keunho play ?	Forward	LEE_Keunho#plays_position#Forward#<end>#Forward	Forward/	LEE_Keunho#plays_in_club#Sangju_Sangmu_FC///LEE_Keunho#plays_position#Forward///LEE_Keunho#is_aged#29///LEE_Keunho#wears_number#11///LEE_Keunho#plays_for_country#South_Korea///Sangju_Sangmu_FC#is_in_country#South_Korea
what is the age of LEE_Keunho ?	29	LEE_Keunho#is_aged#29#<end>#29	29/	LEE_Keunho#plays_in_club#Sangju_Sangmu_FC///LEE_Keunho#plays_position#Forward///LEE_Keunho#is_aged#29///LEE_Keunho#wears_number#11///LEE_Keunho#plays_for_country#South_Korea///Sangju_Sangmu_FC#is_in_country#South_Korea
what is the jersey number of LEE_Keunho ?	11	LEE_Keunho#wears_number#11#<end>#11	11/	LEE_Keunho#plays_in_club#Sangju_Sangmu_FC///LEE_Keunho#plays_position#Forward///LEE_Keunho#is_aged#29///LEE_Keunho#wears_number#11///LEE_Keunho#plays_for_country#South_Korea///Sangju_Sangmu_FC#is_in_country#South_Korea
what is the nationality of LEE_Keunho ?	South_Korea	LEE_Keunho#plays_for_country#South_Korea#<end>#South_Korea	South_Korea/	LEE_Keunho#plays_in_club#Sangju_Sangmu_FC///LEE_Keunho#plays_position#Forward///LEE_Keunho#is_aged#29///LEE_Keunho#wears_number#11///LEE_Keunho#plays_for_country#South_Korea///Sangju_Sangmu_FC#is_in_country#South_Korea
which country is the soccer team Sangju_Sangmu_FC based in ?	South_Korea	Sangju_Sangmu_FC#is_in_country#South_Korea#<end>#South_Korea	South_Korea/	LEE_Keunho#plays_in_club#Sangju_Sangmu_FC///LEE_Keunho#plays_position#Forward///LEE_Keunho#is_aged#29///LEE_Keunho#wears_number#11///LEE_Keunho#plays_for_country#South_Korea///Sangju_Sangmu_FC#is_in_country#South_Korea
name a player from Sangju_Sangmu_FC ?	LEE_Keunho	Sangju_Sangmu_FC#plays_in_club_inverse#LEE_Keunho#<end>#LEE_Keunho	LEE_Keunho/	LEE_Keunho#plays_in_club#Sangju_Sangmu_FC///LEE_Keunho#plays_position#Forward///LEE_Keunho#is_aged#29///LEE_Keunho#wears_number#11///LEE_Keunho#plays_for_country#South_Korea///Sangju_Sangmu_FC#is_in_country#South_Korea
who is from South_Korea ?	LEE_Keunho	South_Korea#plays_for_country_inverse#LEE_Keunho#<end>#LEE_Keunho	LEE_Keunho/LEE_Bumyoung/JUNG_Sungryong/Alex_WILKINSON/KIM_Shinwook/LEE_Yong/KIM_Seunggyu/	LEE_Keunho#plays_in_club#Sangju_Sangmu_FC///LEE_Keunho#plays_position#Forward///LEE_Keunho#is_aged#29///LEE_Keunho#wears_number#11///LEE_Keunho#plays_for_country#South_Korea///Sangju_Sangmu_FC#is_in_country#South_Korea
name a soccer club in South_Korea ?	Sangju_Sangmu_FC	South_Korea#is_in_country_inverse#Sangju_Sangmu_FC#<end>#Sangju_Sangmu_FC	Jeonbuk_Hyundai_Motors_FC/Ulsan_Hyundai_FC/Suwon_Bluewings_FC/Sangju_Sangmu_FC/Busan_IPark_FC/	LEE_Keunho#plays_in_club#Sangju_Sangmu_FC///LEE_Keunho#plays_position#Forward///LEE_Keunho#is_aged#29///LEE_Keunho#wears_number#11///LEE_Keunho#plays_for_country#South_Korea///Sangju_Sangmu_FC#is_in_country#South_Korea
which country does LEE_Keunho play professional in ?	South_Korea	LEE_Keunho#plays_in_club#Sangju_Sangmu_FC#is_in_country#South_Korea	South_Korea/	LEE_Keunho#plays_in_club#Sangju_Sangmu_FC///LEE_Keunho#plays_position#Forward///LEE_Keunho#is_aged#29///LEE_Keunho#wears_number#11///LEE_Keunho#plays_for_country#South_Korea///Sangju_Sangmu_FC#is_in_country#South_Korea
which professional foootball team has a player from South_Korea ?	Sangju_Sangmu_FC	South_Korea#plays_for_country_inverse#LEE_Keunho#plays_in_club#Sangju_Sangmu_FC	Jeonbuk_Hyundai_Motors_FC/Ulsan_Hyundai_FC/Suwon_Bluewings_FC/Sangju_Sangmu_FC/Busan_IPark_FC/	LEE_Keunho#plays_in_club#Sangju_Sangmu_FC///LEE_Keunho#plays_position#Forward///LEE_Keunho#is_aged#29///LEE_Keunho#wears_number#11///LEE_Keunho#plays_for_country#South_Korea///Sangju_Sangmu_FC#is_in_country#South_Korea
which football club does Victor_MOSES play for ?	Liverpool_FC	Victor_MOSES#plays_in_club#Liverpool_FC#<end>#Liverpool_FC	Liverpool_FC/	Victor_MOSES#plays_in_club#Liverpool_FC///Victor_MOSES#plays_position#Forward///Victor_MOSES#is_aged#23///Victor_MOSES#wears_number#11///Victor_MOSES#plays_for_country#England///Liverpool_FC#is_in_country#England
what position does Victor_MOSES play ?	Forward	Victor_MOSES#plays_position#Forward#<end>#Forward	Forward/	Victor_MOSES#plays_in_club#Liverpool_FC///Victor_MOSES#plays_position#Forward///Victor_MOSES#is_aged#23///Victor_MOSES#wears_number#11///Victor_MOSES#plays_for_country#England///Liverpool_FC#is_in_country#England
how old is Victor_MOSES ?	23	Victor_MOSES#is_aged#23#<end>#23	23/	Victor_MOSES#plays_in_club#Liverpool_FC///Victor_MOSES#plays_position#Forward///Victor_MOSES#is_aged#23///Victor_MOSES#wears_number#11///Victor_MOSES#plays_for_country#England///Liverpool_FC#is_in_country#England
what is the jersey number of Victor_MOSES ?	11	Victor_MOSES#wears_number#11#<end>#11	11/	Victor_MOSES#plays_in_club#Liverpool_FC///Victor_MOSES#plays_position#Forward///Victor_MOSES#is_aged#23///Victor_MOSES#wears_number#11///Victor_MOSES#plays_for_country#England///Liverpool_FC#is_in_country#England
what is the nationality of Victor_MOSES ?	England	Victor_MOSES#plays_for_country#England#<end>#England	England/	Victor_MOSES#plays_in_club#Liverpool_FC///Victor_MOSES#plays_position#Forward///Victor_MOSES#is_aged#23///Victor_MOSES#wears_number#11///Victor_MOSES#plays_for_country#England///Liverpool_FC#is_in_country#England
who plays professionally at Liverpool_FC ?	Victor_MOSES	Liverpool_FC#plays_in_club_inverse#Victor_MOSES#<end>#Victor_MOSES	Simon_MIGNOLET/Kolo_TOURE/Steven_GERRARD/Victor_MOSES/Glen_JOHNSON/Mamadou_SAKHO/Luis_SUAREZ/Raheem_STERLING/Jordan_HENDERSON/Daniel_STURRIDGE/	Victor_MOSES#plays_in_club#Liverpool_FC///Victor_MOSES#plays_position#Forward///Victor_MOSES#is_aged#23///Victor_MOSES#wears_number#11///Victor_MOSES#plays_for_country#England///Liverpool_FC#is_in_country#England
which country does Victor_MOSES play professional in ?	England	Victor_MOSES#plays_in_club#Liverpool_FC#is_in_country#England	England/	Victor_MOSES#plays_in_club#Liverpool_FC///Victor_MOSES#plays_position#Forward///Victor_MOSES#is_aged#23///Victor_MOSES#wears_number#11///Victor_MOSES#plays_for_country#England///Liverpool_FC#is_in_country#England
which prefessional football team does Maxi_RODRIGUEZ play for ?	CA_Newells_Old_Boys	Maxi_RODRIGUEZ#plays_in_club#CA_Newells_Old_Boys#<end>#CA_Newells_Old_Boys	CA_Newells_Old_Boys/	Maxi_RODRIGUEZ#plays_in_club#CA_Newells_Old_Boys///Maxi_RODRIGUEZ#plays_position#Midfielder///Maxi_RODRIGUEZ#is_aged#33///Maxi_RODRIGUEZ#wears_number#11///Maxi_RODRIGUEZ#plays_for_country#Argentina///CA_Newells_Old_Boys#is_in_country#Argentina
what position does Maxi_RODRIGUEZ play ?	Midfielder	Maxi_RODRIGUEZ#plays_position#Midfielder#<end>#Midfielder	Midfielder/	Maxi_RODRIGUEZ#plays_in_club#CA_Newells_Old_Boys///Maxi_RODRIGUEZ#plays_position#Midfielder///Maxi_RODRIGUEZ#is_aged#33///Maxi_RODRIGUEZ#wears_number#11///Maxi_RODRIGUEZ#plays_for_country#Argentina///CA_Newells_Old_Boys#is_in_country#Argentina
how old is Maxi_RODRIGUEZ ?	33	Maxi_RODRIGUEZ#is_aged#33#<end>#33	33/	Maxi_RODRIGUEZ#plays_in_club#CA_Newells_Old_Boys///Maxi_RODRIGUEZ#plays_position#Midfielder///Maxi_RODRIGUEZ#is_aged#33///Maxi_RODRIGUEZ#wears_number#11///Maxi_RODRIGUEZ#plays_for_country#Argentina///CA_Newells_Old_Boys#is_in_country#Argentina
what number does Maxi_RODRIGUEZ wear ?	11	Maxi_RODRIGUEZ#wears_number#11#<end>#11	11/	Maxi_RODRIGUEZ#plays_in_club#CA_Newells_Old_Boys///Maxi_RODRIGUEZ#plays_position#Midfielder///Maxi_RODRIGUEZ#is_aged#33///Maxi_RODRIGUEZ#wears_number#11///Maxi_RODRIGUEZ#plays_for_country#Argentina///CA_Newells_Old_Boys#is_in_country#Argentina
which country is Maxi_RODRIGUEZ from ?	Argentina	Maxi_RODRIGUEZ#plays_for_country#Argentina#<end>#Argentina	Argentina/	Maxi_RODRIGUEZ#plays_in_club#CA_Newells_Old_Boys///Maxi_RODRIGUEZ#plays_position#Midfielder///Maxi_RODRIGUEZ#is_aged#33///Maxi_RODRIGUEZ#wears_number#11///Maxi_RODRIGUEZ#plays_for_country#Argentina///CA_Newells_Old_Boys#is_in_country#Argentina
which country is the soccer team CA_Newells_Old_Boys based in ?	Argentina	CA_Newells_Old_Boys#is_in_country#Argentina#<end>#Argentina	Argentina/	Maxi_RODRIGUEZ#plays_in_club#CA_Newells_Old_Boys///Maxi_RODRIGUEZ#plays_position#Midfielder///Maxi_RODRIGUEZ#is_aged#33///Maxi_RODRIGUEZ#wears_number#11///Maxi_RODRIGUEZ#plays_for_country#Argentina///CA_Newells_Old_Boys#is_in_country#Argentina
who is from the professional football team CA_Newells_Old_Boys ?	Maxi_RODRIGUEZ	CA_Newells_Old_Boys#plays_in_club_inverse#Maxi_RODRIGUEZ#<end>#Maxi_RODRIGUEZ	Maxi_RODRIGUEZ/	Maxi_RODRIGUEZ#plays_in_club#CA_Newells_Old_Boys///Maxi_RODRIGUEZ#plays_position#Midfielder///Maxi_RODRIGUEZ#is_aged#33///Maxi_RODRIGUEZ#wears_number#11///Maxi_RODRIGUEZ#plays_for_country#Argentina///CA_Newells_Old_Boys#is_in_country#Argentina
name a player from Argentina ?	Maxi_RODRIGUEZ	Argentina#plays_for_country_inverse#Maxi_RODRIGUEZ#<end>#Maxi_RODRIGUEZ	Fernando_GAGO/Agustin_ORION/Carlos_VALDES/Maxi_RODRIGUEZ/Eder_BALANTA/Teofilo_GUTIERREZ/	Maxi_RODRIGUEZ#plays_in_club#CA_Newells_Old_Boys///Maxi_RODRIGUEZ#plays_position#Midfielder///Maxi_RODRIGUEZ#is_aged#33///Maxi_RODRIGUEZ#wears_number#11///Maxi_RODRIGUEZ#plays_for_country#Argentina///CA_Newells_Old_Boys#is_in_country#Argentina
name a soccer club in Argentina ?	CA_Newells_Old_Boys	Argentina#is_in_country_inverse#CA_Newells_Old_Boys#<end>#CA_Newells_Old_Boys	CA_River_Plate/CA_San_Lorenzo_de_Almagro/CA_Newells_Old_Boys/CA_Boca_Juniors/	Maxi_RODRIGUEZ#plays_in_club#CA_Newells_Old_Boys///Maxi_RODRIGUEZ#plays_position#Midfielder///Maxi_RODRIGUEZ#is_aged#33///Maxi_RODRIGUEZ#wears_number#11///Maxi_RODRIGUEZ#plays_for_country#Argentina///CA_Newells_Old_Boys#is_in_country#Argentina
which country does Maxi_RODRIGUEZ play professional in ?	Argentina	Maxi_RODRIGUEZ#plays_in_club#CA_Newells_Old_Boys#is_in_country#Argentina	Argentina/	Maxi_RODRIGUEZ#plays_in_club#CA_Newells_Old_Boys///Maxi_RODRIGUEZ#plays_position#Midfielder///Maxi_RODRIGUEZ#is_aged#33///Maxi_RODRIGUEZ#wears_number#11///Maxi_RODRIGUEZ#plays_for_country#Argentina///CA_Newells_Old_Boys#is_in_country#Argentina
name a soccer club that has a player from Argentina ?	CA_Newells_Old_Boys	Argentina#plays_for_country_inverse#Maxi_RODRIGUEZ#plays_in_club#CA_Newells_Old_Boys	CA_River_Plate/CA_San_Lorenzo_de_Almagro/CA_Newells_Old_Boys/CA_Boca_Juniors/	Maxi_RODRIGUEZ#plays_in_club#CA_Newells_Old_Boys///Maxi_RODRIGUEZ#plays_position#Midfielder///Maxi_RODRIGUEZ#is_aged#33///Maxi_RODRIGUEZ#wears_number#11///Maxi_RODRIGUEZ#plays_for_country#Argentina///CA_Newells_Old_Boys#is_in_country#Argentina
which prefessional football team does Frank_LAMPARD play for ?	Chelsea_FC	Frank_LAMPARD#plays_in_club#Chelsea_FC#<end>#Chelsea_FC	Chelsea_FC/	Frank_LAMPARD#plays_in_club#Chelsea_FC///Frank_LAMPARD#plays_position#Midfielder///Frank_LAMPARD#is_aged#36///Frank_LAMPARD#wears_number#8///Frank_LAMPARD#plays_for_country#England///Chelsea_FC#is_in_country#England
what position does Frank_LAMPARD play ?	Midfielder	Frank_LAMPARD#plays_position#Midfielder#<end>#Midfielder	Midfielder/	Frank_LAMPARD#plays_in_club#Chelsea_FC///Frank_LAMPARD#plays_position#Midfielder///Frank_LAMPARD#is_aged#36///Frank_LAMPARD#wears_number#8///Frank_LAMPARD#plays_for_country#England///Chelsea_FC#is_in_country#England
what is the age of Frank_LAMPARD ?	36	Frank_LAMPARD#is_aged#36#<end>#36	36/	Frank_LAMPARD#plays_in_club#Chelsea_FC///Frank_LAMPARD#plays_position#Midfielder///Frank_LAMPARD#is_aged#36///Frank_LAMPARD#wears_number#8///Frank_LAMPARD#plays_for_country#England///Chelsea_FC#is_in_country#England
what is the jersey number of Frank_LAMPARD ?	8	Frank_LAMPARD#wears_number#8#<end>#8	8/	Frank_LAMPARD#plays_in_club#Chelsea_FC///Frank_LAMPARD#plays_position#Midfielder///Frank_LAMPARD#is_aged#36///Frank_LAMPARD#wears_number#8///Frank_LAMPARD#plays_for_country#England///Chelsea_FC#is_in_country#England
which national team does Frank_LAMPARD play for ?	England	Frank_LAMPARD#plays_for_country#England#<end>#England	England/	Frank_LAMPARD#plays_in_club#Chelsea_FC///Frank_LAMPARD#plays_position#Midfielder///Frank_LAMPARD#is_aged#36///Frank_LAMPARD#wears_number#8///Frank_LAMPARD#plays_for_country#England///Chelsea_FC#is_in_country#England
where is the football club that Frank_LAMPARD plays for ?	England	Frank_LAMPARD#plays_in_club#Chelsea_FC#is_in_country#England	England/	Frank_LAMPARD#plays_in_club#Chelsea_FC///Frank_LAMPARD#plays_position#Midfielder///Frank_LAMPARD#is_aged#36///Frank_LAMPARD#wears_number#8///Frank_LAMPARD#plays_for_country#England///Chelsea_FC#is_in_country#England
which prefessional football team does Joel_CAMPBELL play for ?	Olympiacos_Piraeus_FC	Joel_CAMPBELL#plays_in_club#Olympiacos_Piraeus_FC#<end>#Olympiacos_Piraeus_FC	Olympiacos_Piraeus_FC/	Joel_CAMPBELL#plays_in_club#Olympiacos_Piraeus_FC///Joel_CAMPBELL#plays_position#Forward///Joel_CAMPBELL#is_aged#21///Joel_CAMPBELL#wears_number#9///Joel_CAMPBELL#plays_for_country#Greece///Olympiacos_Piraeus_FC#is_in_country#Greece
